kx,ky,kz,wa,wb,wc,wd,we,wf,tag
2,-8,-16,37,0,0,42,0,54,34
2,-8,-16,37,0,0,41,0,54,34
2,-8,-16,36,0,0,42,0,54,34
2,-8,-16,37,0,0,42,0,55,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,42,0,54,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,41,0,55,34
2,-8,-16,37,0,0,43,0,55,34
2,-8,-16,37,0,0,41,0,54,34
2,-8,-16,36,0,0,42,0,54,34
2,-8,-16,36,0,0,43,0,54,34
2,-8,-16,36,0,0,43,0,54,34
2,-8,-16,36,0,0,41,0,55,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,43,0,54,34
2,-8,-16,36,0,0,43,0,54,34
2,-8,-16,36,0,0,41,0,54,34
2,-8,-16,36,0,0,43,0,54,34
2,-8,-19,33,0,0,42,0,49,37
2,-8,-20,33,0,0,42,0,50,37
2,-8,-20,33,0,0,42,0,49,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,33,0,0,41,0,51,37
2,-8,-20,32,0,0,41,0,50,37
2,-8,-20,32,0,0,41,0,50,37
2,-9,-19,32,0,0,42,0,49,37
2,-8,-20,32,0,0,41,0,50,37
2,-8,-20,32,0,0,42,0,50,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,32,0,0,42,0,51,37
2,-8,-19,32,0,0,41,0,50,37
2,-8,-20,32,0,0,41,0,49,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,33,0,0,41,0,49,37
2,-8,-20,33,0,0,41,0,49,37
2,-8,-20,33,0,0,41,0,49,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,32,0,0,41,0,50,37
2,-8,-20,32,0,0,41,0,49,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-20,32,0,0,42,0,50,37
2,-8,-20,32,0,0,42,0,50,37
2,-8,-20,32,0,0,42,0,49,37
2,-8,-19,32,0,0,41,0,50,37
2,-8,-20,32,0,0,41,0,50,37
2,-8,-20,32,0,0,41,0,50,37
2,-8,-20,32,0,0,42,0,50,37
2,-8,-20,32,0,0,42,0,50,37
3,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,43,0,54,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,42,0,54,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,42,0,54,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,43,0,54,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,42,0,54,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,43,0,54,38
3,-8,-15,33,0,0,42,0,55,38
2,-8,-15,33,0,0,42,0,54,38
2,-8,-15,33,0,0,43,0,55,38
3,-8,-15,33,0,0,44,0,55,38
3,-8,-15,34,0,0,43,0,55,38
2,-8,-15,33,0,0,43,0,54,38
2,-8,-15,33,0,0,43,0,55,38
2,-8,-15,33,0,0,43,0,55,38
3,-8,-15,33,0,0,42,0,55,38
2,-8,-21,0,0,0,40,0,57,39
2,-8,-21,0,0,0,40,0,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,38,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,39,29,57,39
2,-8,-21,0,0,0,39,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,40,29,57,39
2,-8,-21,0,0,0,39,29,57,39
2,-8,-21,0,0,0,39,29,57,39
2,-8,-21,0,0,0,40,0,57,39
2,-8,-21,0,0,0,39,29,57,39
2,-8,-21,0,0,0,40,31,57,39
2,-8,-21,0,0,0,40,31,57,39
2,-8,-21,0,0,0,40,31,56,39
2,-8,-21,0,0,0,40,31,57,39
2,-8,-21,0,0,0,37,31,57,39
2,-8,-21,0,0,0,40,31,57,39
2,-8,-21,0,0,0,40,31,56,39
2,-8,-21,0,0,0,39,31,57,39
2,-8,-21,0,0,0,39,31,58,39
3,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,50,0,61,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,61,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,61,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,50,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,49,0,60,40
2,-9,-16,0,0,0,49,0,61,40
2,-9,-16,0,0,0,50,0,61,40
2,-9,-16,0,0,0,49,0,60,40
3,-8,-24,0,0,0,43,0,57,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,44,29,56,41
2,-8,-25,0,0,0,42,30,56,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,44,30,57,41
2,-8,-25,0,0,0,43,29,56,41
2,-8,-25,0,0,0,44,30,57,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-24,0,0,0,44,29,57,41
2,-8,-24,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-24,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-24,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-25,0,0,0,43,30,56,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,43,30,57,41
2,-8,-25,0,0,0,42,30,57,41
2,-8,-25,0,0,0,42,30,56,41
2,-8,-25,0,0,0,43,29,57,41
2,-8,-25,0,0,0,44,29,57,41
2,-8,-25,0,0,0,44,29,57,41
2,-8,-24,0,0,0,43,29,57,41
2,-8,-25,0,0,0,44,29,56,41
2,-8,-17,0,0,0,32,0,41,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,33,0,40,16
2,-8,-18,0,0,0,33,0,38,16
2,-8,-18,0,0,0,33,0,40,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,33,0,42,16
2,-8,-18,0,0,0,32,0,40,16
2,-8,-18,0,0,0,32,0,43,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,33,0,40,16
2,-8,-18,0,0,0,33,0,40,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,32,0,40,16
2,-8,-18,0,0,0,32,0,40,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-17,0,0,0,33,0,43,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,33,0,43,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,33,0,43,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,32,0,43,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,32,0,41,16
2,-8,-18,0,0,0,33,0,41,16
2,-8,-18,0,0,0,33,0,43,16
3,-8,-25,0,0,0,37,0,41,17
3,-8,-25,0,0,0,36,0,42,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,36,0,43,17
3,-8,-25,0,0,0,37,0,41,17
3,-8,-25,0,0,0,37,0,41,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,37,0,41,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,37,0,42,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,37,0,42,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,36,0,38,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,38,17
3,-8,-25,0,0,0,37,0,38,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,37,0,40,17
3,-8,-25,0,0,0,37,0,40,17
3,-8,-25,0,0,0,37,0,42,17
3,-8,-25,0,0,0,37,0,40,17
3,-8,-25,0,0,0,37,0,41,17
3,-8,-25,0,0,0,36,0,40,17
3,-8,-25,0,0,0,36,0,37,17
3,-8,-25,0,0,0,36,0,38,17
3,-8,-25,0,0,0,36,0,37,17
3,-8,-25,0,0,0,36,0,38,17
3,-8,-25,0,0,0,37,0,38,17
3,-8,-25,0,0,0,37,0,40,17
3,-8,-25,0,0,0,37,0,40,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,41,17
3,-8,-25,0,0,0,36,0,38,17
3,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,42,0,43,15
2,-8,-11,0,0,0,42,0,36,15
2,-8,-11,0,0,0,42,0,41,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,42,0,37,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,42,0,37,15
2,-8,-11,0,0,0,42,0,37,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,42,0,40,15
2,-8,-11,0,0,0,42,0,38,15
2,-8,-11,0,0,0,41,0,37,15
2,-8,-11,0,0,0,42,0,37,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,42,0,38,15
2,-8,-11,0,0,0,42,0,38,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,42,0,41,15
2,-8,-11,0,0,0,42,0,38,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,41,0,38,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-11,0,0,0,42,0,41,15
2,-8,-11,0,0,0,41,0,41,15
2,-8,-11,0,0,0,41,0,40,15
2,-8,-17,0,0,0,37,0,46,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,46,18
2,-8,-17,0,0,0,37,0,43,18
2,-8,-17,0,0,0,37,0,44,18
2,-8,-17,0,0,0,37,0,46,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,38,0,45,18
2,-8,-17,0,0,0,38,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,38,0,46,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,44,18
2,-8,-17,0,0,0,37,0,46,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,44,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,46,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,36,0,44,18
2,-8,-17,0,0,0,38,0,44,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,46,18
2,-8,-17,0,0,0,37,0,45,18
2,-8,-17,0,0,0,37,0,45,18
3,-9,-18,0,0,0,54,0,41,14
2,-9,-19,0,0,0,53,0,41,14
2,-9,-19,33,0,0,53,0,38,14
2,-9,-19,33,0,0,54,0,38,14
2,-9,-19,33,0,0,54,0,39,14
2,-9,-19,33,0,0,54,0,38,14
2,-9,-19,33,0,0,54,0,39,14
2,-9,-19,33,0,0,53,0,38,14
2,-9,-19,33,0,0,53,0,39,14
2,-9,-19,33,0,0,54,0,39,14
2,-9,-19,33,0,0,54,0,39,14
2,-9,-19,33,0,0,53,0,38,14
2,-9,-19,0,0,0,54,0,38,14
2,-9,-19,0,0,0,54,0,38,14
2,-9,-19,0,0,0,54,0,38,14
2,-9,-19,0,0,0,53,0,39,14
2,-9,-19,0,0,0,53,0,38,14
2,-9,-19,0,0,0,53,0,37,14
2,-9,-19,0,0,0,54,0,39,14
2,-9,-19,0,0,0,53,0,37,14
2,-9,-19,33,0,0,54,0,37,14
2,-9,-19,33,0,0,53,0,37,14
2,-9,-19,33,0,0,55,0,37,14
2,-9,-19,33,0,0,53,0,39,14
2,-9,-19,33,0,0,53,0,38,14
2,-9,-19,33,0,0,54,0,38,14
2,-9,-19,33,0,0,54,0,38,14
2,-9,-19,33,0,0,54,0,37,14
2,-9,-19,33,0,0,54,0,37,14
2,-9,-19,33,0,0,54,0,38,14
2,-9,-19,33,0,0,54,0,39,14
2,-9,-19,33,0,0,54,0,38,14
2,-9,-19,34,0,0,53,0,38,14
2,-9,-19,34,0,0,54,0,37,14
2,-9,-19,34,0,0,54,0,38,14
2,-9,-19,34,0,0,53,0,38,14
2,-9,-19,34,0,0,54,0,37,14
2,-9,-19,34,0,0,54,0,39,14
2,-9,-19,34,0,0,54,0,41,14
2,-9,-19,34,0,0,54,0,41,14
2,-8,-15,39,0,0,50,29,43,19
2,-8,-15,39,0,0,50,29,44,19
2,-8,-15,39,0,0,50,29,43,19
2,-8,-15,38,0,0,50,29,45,19
2,-8,-15,38,0,0,51,29,43,19
2,-8,-15,38,0,0,50,29,44,19
2,-8,-15,38,0,0,50,29,43,19
2,-8,-15,38,0,0,50,29,42,19
2,-8,-15,38,0,0,51,29,43,19
2,-8,-15,37,0,0,50,29,43,19
2,-8,-15,37,0,0,50,29,43,19
2,-8,-15,37,0,0,50,29,43,19
2,-8,-15,40,0,0,50,29,45,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,37,0,0,50,30,43,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,50,29,43,19
2,-8,-15,38,0,0,50,29,43,19
2,-8,-15,37,0,0,51,29,43,19
2,-8,-15,38,0,0,50,29,43,19
2,-8,-15,38,0,0,49,29,44,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,50,30,45,19
2,-8,-15,39,0,0,50,29,44,19
2,-8,-15,38,0,0,50,30,42,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,49,30,43,19
2,-8,-15,38,0,0,50,30,43,19
2,-8,-15,38,0,0,49,30,44,19
2,-8,-15,37,0,0,50,30,44,19
2,-8,-15,38,0,0,51,30,43,19
2,-8,-15,38,0,0,50,30,43,19
2,-8,-15,37,0,0,50,30,43,19
2,-8,-15,37,0,0,50,30,43,19
2,-8,-15,37,0,0,50,30,43,19
2,-8,-15,38,0,0,50,30,43,19
2,-8,-15,38,0,0,50,30,44,19
2,-8,-15,38,0,0,50,30,43,19
2,-8,-15,38,0,0,50,30,43,19
2,-8,-15,38,0,0,50,30,43,19
4,-8,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,49,0,47,2
4,-8,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,50,0,47,2
4,-8,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,49,0,47,2
4,-8,-19,0,0,0,50,0,47,2
4,-8,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,50,0,48,2
4,-9,-19,0,0,0,49,0,49,2
4,-9,-19,0,0,0,50,0,48,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,50,0,46,2
4,-8,-19,0,0,0,50,0,47,2
4,-8,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,49,0,48,2
4,-9,-19,0,0,0,49,0,48,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,50,0,46,2
4,-9,-19,0,0,0,50,0,47,2
4,-9,-19,0,0,0,50,0,48,2
4,-8,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,49,0,46,2
4,-9,-19,0,0,0,48,0,46,2
4,-9,-19,0,0,0,49,0,47,2
4,-8,-19,0,0,0,48,0,47,2
4,-9,-19,0,0,0,49,0,43,2
4,-9,-19,0,0,0,49,0,47,2
4,-9,-19,0,0,0,49,0,46,2
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,43,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,52,0,46,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,46,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,50,0,44,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,50,0,45,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,50,0,44,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,50,0,43,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,43,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,43,13
3,-9,-19,0,0,0,51,0,43,13
3,-9,-19,0,0,0,50,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,50,0,43,13
3,-9,-19,0,0,0,51,0,43,13
3,-9,-19,0,0,0,50,0,44,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,51,0,45,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,50,0,45,13
3,-9,-19,0,0,0,51,0,44,13
3,-9,-19,0,0,0,50,0,45,13
3,-9,-19,0,0,0,51,0,43,13
3,-9,-19,32,0,0,53,0,46,20
3,-9,-19,32,0,0,53,0,45,20
3,-9,-19,32,0,0,54,0,44,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,45,20
3,-9,-19,33,0,0,54,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,34,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,54,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,45,20
3,-9,-19,33,0,0,53,0,45,20
3,-9,-19,33,0,0,54,0,46,20
3,-9,-19,33,0,0,52,0,46,20
3,-9,-19,33,0,0,53,0,47,20
3,-9,-19,33,0,0,54,0,47,20
3,-9,-19,0,0,0,53,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,54,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,54,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,54,0,47,20
3,-9,-19,33,0,0,53,0,46,20
3,-9,-19,33,0,0,55,0,45,20
3,-9,-19,33,0,0,52,0,47,20
3,-9,-19,32,0,0,41,0,46,3
3,-9,-20,33,0,0,40,0,46,3
3,-9,-19,30,0,0,40,0,46,3
3,-9,-20,30,0,0,40,0,46,3
3,-9,-19,32,0,0,40,0,45,3
3,-9,-20,32,0,0,41,0,47,3
3,-9,-19,32,0,0,40,0,46,3
3,-9,-20,32,0,0,40,0,47,3
3,-9,-20,32,0,0,40,0,47,3
3,-9,-19,32,0,0,41,0,48,3
3,-9,-20,32,0,0,41,0,47,3
3,-9,-20,32,0,0,40,0,47,3
3,-9,-19,32,0,0,40,0,46,3
3,-9,-19,32,0,0,40,0,46,3
3,-9,-19,33,0,0,40,0,46,3
3,-9,-19,32,0,0,41,0,46,3
3,-9,-19,32,0,0,40,0,45,3
3,-9,-19,32,0,0,40,0,46,3
3,-9,-20,32,0,0,40,0,47,3
3,-9,-19,32,0,0,41,0,46,3
3,-9,-20,32,0,0,40,0,44,3
3,-9,-20,32,0,0,41,0,46,3
3,-9,-19,32,0,0,40,0,47,3
3,-9,-19,32,0,0,40,0,45,3
3,-9,-19,32,0,0,40,0,45,3
3,-9,-20,32,0,0,40,0,46,3
3,-9,-20,33,0,0,40,0,45,3
3,-9,-19,33,0,0,40,0,46,3
3,-9,-20,33,0,0,40,0,47,3
3,-9,-19,33,0,0,40,0,46,3
3,-9,-19,33,0,0,41,0,46,3
3,-9,-19,33,0,0,41,0,46,3
3,-9,-19,33,0,0,40,0,46,3
3,-9,-19,33,0,0,40,0,46,3
3,-9,-20,33,0,0,40,0,46,3
3,-9,-20,33,0,0,41,0,47,3
3,-9,-19,32,0,0,40,0,46,3
3,-9,-19,32,0,0,39,0,46,3
3,-9,-19,32,0,0,41,0,47,3
3,-9,-19,32,0,0,40,0,47,3
3,-9,-18,32,0,0,42,0,50,12
3,-9,-19,32,0,0,42,0,48,12
3,-9,-19,32,0,0,42,0,50,12
3,-9,-18,32,0,0,43,0,50,12
3,-9,-19,32,0,0,42,0,50,12
3,-9,-19,32,0,0,42,0,50,12
3,-9,-18,32,0,0,43,0,49,12
3,-9,-19,32,0,0,42,0,51,12
3,-9,-18,32,0,0,43,0,51,12
3,-9,-19,0,0,0,43,0,50,12
3,-9,-19,0,0,0,42,0,49,12
3,-9,-19,32,0,0,43,0,47,12
3,-9,-18,32,0,0,42,0,48,12
3,-9,-18,32,0,0,42,0,50,12
3,-9,-19,32,0,0,42,0,51,12
3,-9,-18,32,0,0,42,0,51,12
3,-9,-19,32,0,0,42,0,51,12
3,-9,-19,32,0,0,42,0,50,12
3,-9,-19,32,0,0,42,0,51,12
3,-9,-19,32,0,0,43,0,50,12
3,-9,-18,32,0,0,43,0,51,12
3,-9,-18,0,0,0,43,0,50,12
3,-9,-18,0,0,0,42,0,50,12
3,-9,-18,0,0,0,42,0,50,12
3,-9,-19,0,0,0,43,0,49,12
3,-9,-19,0,0,0,43,0,49,12
3,-9,-18,0,0,0,43,0,48,12
3,-9,-18,0,0,0,43,0,49,12
3,-9,-19,0,0,0,43,0,51,12
3,-9,-19,0,0,0,43,0,50,12
3,-9,-19,0,0,0,43,0,50,12
